island	sitename	depthname	quad	species	colony	year_t	allfate_t	fate_t	fusee_t	area_t	peri_t	P:A	NumFeatures	P:A>10	
Ma	HonN	03m	3	MC	02	2005	SSISD	D					0		
Ma	HonN	03m	3	MC	02a	2005	ISS	S		0.468112	2.821864	6.02818128994771	0	0	
Ma	HonN	03m	3	MC	03	2005	SSUSS	S		1.123724	5.241462	4.66436776290263	0	0	
Ma	HonN	03m	3	MC	08	2005	RUSS	S		0.919643	6.262075	6.80924554419487	0	0	
Ma	HonN	03m	3	MC	10	2005	RSSS	S		1.984694	11.228591	5.65759305968577	0	0	
Ma	HonN	03m	3	MC	11	2005	RSSS	S		4.676020	11.780585	2.51936155106266	0	0	
Ma	HonN	03m	3	MC	12	2005	RD	D					0		
Ma	HonN	03m	3	MF	01	2005	RSD	D					0		
Ma	HonN	03m	4	MC	01	2005	SSSSS	S		75.490711	42.427807	0.562026856522785	0	0	
Ma	HonN	03m	4	MC	04	2005	MUISS	S		34.331089	41.098338	1.19711722514832	0	0	
Ma	HonN	03m	4	MC	04b	2005	ISS	S		13.947969	19.600263	1.40524136524823	0	0	
Ma	HonN	03m	4	MC	09	2005	RSSS	S		4.144281	14.137693	3.41137413220773	0	0	
Ma	HonN	03m	4	MC	10	2005	RSSS	S		4.425268	9.113736	2.05947662378866	0	0	
Ma	HonN	03m	4	MF	01	2005	SSUSD	D					0		
Ma	HonN	03m	4	MF	06	2005	SSIID	D					0		
Ma	HonN	03m	4	MF	06a	2005	ISD	D					0		
Ma	HonN	03m	4	MF	06b	2005	ID	D					0		
Ma	HonN	03m	4	MF	06c	2005	ID	D					0		
Ma	HonN	03m	4	MF	07	2005	RSSS	S		9.455485	20.843897	2.20442388729928	0	0	
Ma	HonN	03m	4	MF	08	2005	RD	D					0		
Ma	HonN	03m	4	MF	09	2005	RS	S		2.081507	8.040677	3.86291134259938	0	0	
Ma	HonN	03m	4	MP	01a	2005	ISUI	I		11.986570	31.867931	2.65863637387509	2	0	
Ma	HonN	03m	4	MP	01aa	2005	I	I		1.547081	6.950651	4.49275183393759	0	0	
Ma	HonN	03m	4	PC	01	2005	RSIS	S		21.394673	34.629909	1.61862296282818	0	0	
Ma	HonN	03m	4	PC	01a	2005	ISS	S		1.359756	4.852287	3.56849831881602	0	0	
Ma	HonN	03m	4	PL	01	2005	SISSS	S		4.825261	13.661572	2.83126073387533	0	0	
Ma	HonN	03m	4	PL	03	2005	SSSSS	S		2.056163	5.602023	2.72450335892631	0	0	
Ma	HonN	03m	4	PL	08	2005	RSUS	S		4.523338	10.025706	2.21643971774826	0	0	
Ma	HonN	03m	4	PL	11	2005	RS	S		10.940858	15.404109	1.40794341723474	0	0	
Ma	HonN	03m	4	PM	01	2005	SSSSS	S		213.879513	87.962029	0.411269072788659	0	0	
Ma	HonN	03m	5	PL	01	2005	SSSSS	S		7.868193	20.603505	2.61858154724979	0	0	
Ma	HonN	03m	5	PL	03	2005	ISSSS	S		0.927197	4.221778	4.55326969349556	0	0	
Ma	HonN	03m	5	PL	03a	2005	ISSSS	S		4.162000	9.287311	2.23145386833253	0	0	
Ma	HonN	03m	5	PL	03b	2005	ISSSS	S		0.598653	4.121663	6.8848949224342	0	0	
Ma	HonN	03m	5	PL	04	2005	SSSSS	S		3.710088	12.507634	3.37124995417898	0	0	
Ma	HonN	03m	5	PL	11	2005	SSSSS	S		0.710332	3.460649	4.87187540474032	0	0	
Ma	HonN	03m	5	PL	15	2005	SUUSI	I		39.742229	37.379946	0.94055987649812	0	0	
Ma	HonN	03m	5	PL	15a	2005	I	I		2.549144	6.965328	2.73241841182766	0	0	
Ma	HonN	03m	5	PL	15b	2005	I	I		0.706436	3.471514	4.91412385552265	0	0	
Ma	HonN	03m	5	PL	18	2005	SISSD	D					0		
Ma	HonN	03m	5	PL	20	2005	UIIIU	U		82.710170	73.225891	0.885331163023846	0	0	
Ma	HonN	03m	5	PL	20a	2005	ISSS	S		8.877202	14.614590	1.64630589683551	0	0	
Ma	HonN	03m	5	PL	20b	2005	ISU	U	20				0		
Ma	HonN	03m	5	PL	20c	2005	IS	S		10.132944	23.977594	2.36630084998003	0	0	
Ma	HonN	03m	5	PL	23	2005	USSSU	U	20				0		
Ma	HonN	03m	5	PL	32	2005	SIIMU	U		41.991397	43.650785	1.03951733256219	0	0	
Ma	HonN	03m	5	PL	32b	2005	IS	S		13.001542	25.939217	1.99508773651618	0	0	
Ma	HonN	03m	5	PL	32c	2005	IU	U	32				0		
Ma	HonN	03m	5	PL	32d	2005	IU	U	32				0		
Ma	HonN	03m	5	PL	38	2005	SSIIU	U		49.327165	47.408466	0.961102589212252	0	0	
Ma	HonN	03m	5	PL	38a	2005	IUU	U	38				0		
Ma	HonN	03m	5	PL	38c	2005	IS	S		9.208343	16.405837	1.78162748716028	0	0	
Ma	HonN	03m	5	PL	39	2005	SSSSS	S		23.920136	28.339016	1.1847347356219	0	0	
Ma	HonN	03m	5	PL	42	2005	SSSSS	S		7.709764	13.846839	1.79601334100499	0	0	
Ma	HonN	03m	5	PL	43	2005	SSISS	S		6.224170	11.939490	1.91824612759613	0	0	
Ma	HonN	03m	5	PL	43a	2005	ISD	D					0		
Ma	HonN	03m	5	PL	44a	2005	ISSSS	S		1.754403	6.826616	3.8911333370953	0	0	
Ma	HonN	03m	5	PL	49	2005	SSSSS	S		0.525931	3.390698	6.44703963067399	0	0	
Ma	HonN	03m	5	PL	50	2005	RSSSD	D					0		
Ma	HonN	03m	5	PL	51	2005	RSSSD	D					0		
Ma	HonN	03m	5	PL	56	2005	RSSS	S		1.916728	10.373514	5.41209498687346	0	0	
Ma	HonN	03m	5	PL	57	2005	RSS	S		2.092038	7.680926	3.67150405489766	0	0	
Ma	HonN	03m	5	PL	58	2005	RSS	S		1.120688	6.429470	5.73707401167854	0	0	
Ma	HonN	03m	5	PL	59	2005	RSS	S		0.925899	4.880981	5.2716127784996	0	0	
Ma	HonN	03m	5	PL	61	2005	RD	D					0		
Ma	HonN	03m	5	PL	62	2005	RD	D					0		
Ma	HonN	03m	5	PL	63	2005	RS	S		0.386982	2.411543	6.23166710596359	0	0	
Ma	HonN	03m	5	PL	64	2005	RS	S		1.581690	5.670152	3.58486934860813	0	0	
Ma	HonN	03m	5	PL	65	2005	R	R		0.732408	3.956410	5.40192078732073	0	0	
Ma	HonN	03m	5	PL	66	2005	R	R		1.280416	4.930133	3.85041502136806	0	0	
Ma	HonN	03m	5	MC	01	2005	SSSIS	S		1.850499	6.079664	3.28541868976962	0	0	
Ma	HonN	03m	5	MC	01a	2005	IU	U		6.334551	14.064555	2.22029233011148	0	0	
Ma	HonN	03m	5	MC	01b	2005	IU	U	01a				0		
Ma	HonN	03m	5	MC	11	2005	SSSSS	S		10.836783	28.092635	2.59234082660878	0	0	
Ma	HonN	03m	5	MC	12	2005	SSSIS	S		8.065579	14.762356	1.83029091897804	0	0	
Ma	HonN	03m	5	MC	12a	2005	IS	S		0.186998	1.694444	9.06129477320613	0	0	
Ma	HonN	03m	5	MC	17	2005	SSISS	S		0.544112	2.884383	5.30108323286382	0	0	
Ma	HonN	03m	5	MC	17a	2005	ISS	S		0.201282	1.864819	9.26470822030783	0	0	
Ma	HonN	03m	5	MC	21	2005	SSSSS	S		0.847983	4.334568	5.11162134146557	0	0	
Ma	HonN	03m	5	MC	22	2005	SSSIS	S		1.614155	6.768721	4.1933525590789	0	0	
Ma	HonN	03m	5	MC	22a	2005	ID	D					0		
Ma	HonN	03m	5	MC	23	2005	SSIUS	S		19.259476	30.509922	1.5841511991292	0	0	
Ma	HonN	03m	5	MC	23a	2005	ISS	S		1.129778	5.056789	4.47591385210192	0	0	
Ma	HonN	03m	5	MC	30	2005	USSSS	S		2.772502	7.561203	2.72721282076622	0	0	
Ma	HonN	03m	5	MC	38	2005	RSSSD	D					0		
Ma	HonN	03m	5	MC	39	2005	RSSD	D					0		
Ma	HonN	03m	5	MC	41	2005	RSSS	S		5.756676	11.334871	1.96899582328413	0	0	
Ma	HonN	03m	5	MC	45	2005	RS	S		0.436328	2.736617	6.27192616563686	0	0	
Ma	HonN	03m	5	MC	46	2005	RS	S		1.684279	5.700005	3.38424037822712	0	0	
Ma	HonN	03m	5	MC	47	2005	RS	S		0.293483	2.668167	9.09138519096506	0	0	
Ma	HonN	03m	5	MC	48	2005	R	R		3.632173	13.408974	3.69172228305205	0	0	
Ma	HonN	03m	1	MC	01	1999	N	N		10.943589	16.552035	1.51248689986439	0	0	
Ma	HonN	03m	1	MC	02	1999	N	N		26.063236	30.841991	1.18335232816063	0	0	
Ma	HonN	03m	1	MC	03	1999	N	N		6.678657	18.663427	2.79448802356522	0	0	
Ma	HonN	03m	1	MC	04	1999	N	N		161.170011	128.376660	0.796529448645381	0	0	
Ma	HonN	03m	1	MC	05	1999	N	N		2.469000	9.812589	3.97431713244228	0	0	
Ma	HonN	03m	1	MC	06	1999	N	N		3.674237	8.321348	2.2647825929574	0	0	
Ma	HonN	03m	1	MC	07	1999	N	N		3.849820	8.080283	2.09887293431901	0	0	
Ma	HonN	03m	1	MC	08	1999	N	N		2.341107	9.496322	4.05633830491302	0	0	
Ma	HonN	03m	1	MC	09	1999	N	N		19.712984	25.197070	1.27819664440452	0	0	
Ma	HonN	03m	1	PC	01	1999	N	N		12.869583	28.296116	2.19868165114596	0	0	
Ma	HonN	03m	1	PC	02	1999	N	N		23.157446	28.389517	1.22593471663499	0	0	
Ma	HonN	03m	1	PC	03	1999	N	N		1.219326	4.542642	3.72553525472269	0	0	
Ma	HonN	03m	1	PC	04	1999	N	N		1.417670	4.926407	3.47500264518541	0	0	
Ma	HonN	03m	1	PC	05	1999	N	N		14.448746	20.420265	1.41328977615082	0	0	
Ma	HonN	03m	1	PC	06	1999	N	N		3.489983	7.791006	2.23239081680341	0	0	
Ma	HonN	03m	1	PC	07	1999	N	N		1.106606	4.345111	3.92652036949013	0	0	
Ma	HonN	03m	1	PC	08	1999	N	N		5.768226	14.066238	2.43857262180781	0	0	
Ma	HonN	03m	1	PC	09	1999	N	N		3.238531	8.264579	2.55195303055614	0	0	
Ma	HonN	03m	1	PC	10	1999	N	N		2.813663	7.728471	2.74676498216027	0	0	
Ma	HonN	03m	1	PC	11	1999	N	N		0.946197	4.672675	4.93837435544607	0	0	
Ma	HonN	03m	1	PC	12	1999	N	N		0.765195	3.776767	4.93569220917544	3	0	
Ma	HonN	03m	1	PC	13	1999	N	N		1.239919	4.728876	3.81385880851894	0	0	
Ma	HonN	03m	1	PC	14	1999	N	N		3.639554	8.693248	2.38854760775634	0	0	
Ma	HonN	03m	1	PC	15	1999	N	N		2.368203	7.775030	3.28309270784641	0	0	
Ma	HonN	03m	1	PC	16	1999	N	N		28.623279	34.701381	1.21234820790448	0	0	
Ma	HonN	03m	1	PC	17	1999	N	N		13.528561	21.929421	1.62097217878531	0	0	
Ma	HonN	03m	1	PC	18	1999	N	N		3.343664	8.579475	2.56589029280454	0	0	
Ma	HonN	03m	1	PC	19	1999	N	N		7.985775	16.869673	2.11246535245483	0	0	
Ma	HonN	03m	1	PC	20	1999	N	N		2.770309	9.469333	3.41815046624763	0	0	
Ma	HonN	03m	1	PC	21	1999	N	N		0.727260	3.566285	4.90372769023458	0	0	
Ma	HonN	03m	1	PC	22	1999	N	N		1.044827	4.691960	4.49065730498925	0	0	
Ma	HonN	03m	1	PL	01	1999	N	N		36.043286	36.683023	1.01774913086448	0	0	
Ma	HonN	03m	1	PL	02	1999	N	N		22.224254	22.608513	1.01729007416852	0	0	
Ma	HonN	03m	1	PL	03	1999	N	N		8.458331	14.430718	1.70609520956321	0	0	
Ma	HonN	03m	1	PL	04	1999	N	N		148.991922	69.520127	0.466603330346997	0	0	
Ma	HonN	03m	1	PL	05	1999	N	N		15.301732	17.466945	1.14150117123996	0	0	
Ma	HonN	03m	1	PL	06	1999	N	N		24.519839	35.773077	1.45894420432369	0	0	
Ma	HonN	03m	1	PL	07	1999	N	N		8.908127	14.545058	1.63278520838331	1	0	
Ma	HonN	03m	1	PL	08	1999	N	N		5.586140	12.931488	2.31492372192605	0	0	
Ma	HonN	03m	1	PV	01	1999	N	N		2.334603	10.129140	4.33869912786028	0	0	
Ma	HonN	03m	1	PV	02	1999	N	N		2.486342	10.384526	4.17662815493605	0	0	
Ma	HonN	03m	2	MC	01	1999	N	N		1.482042	7.374761	4.9760809747632	0	0	
Ma	HonN	03m	2	MC	02	1999	N	N		1.229187	5.496800	4.47189890553675	0	0	
Ma	HonN	03m	2	MC	03	1999	N	N		0.774291	5.396672	6.96982400673649	0	0	
Ma	HonN	03m	2	MC	04	1999	N	N		0.404083	3.155454	7.80892539404033	0	0	
Ma	HonN	03m	2	MC	05	1999	N	N		0.473043	4.198932	8.8764277243295	0	0	
Ma	HonN	03m	2	MC	06	1999	N	N		5.057089	10.935371	2.1623845259595	0	0	
Ma	HonN	03m	2	MC	07	1999	N	N		0.411342	2.858566	6.94936573459554	0	0	
Ma	HonN	03m	2	MC	08	1999	N	N		0.365369	2.424295	6.63519619891124	0	0	
Ma	HonN	03m	2	MC	09	1999	N	N		0.280681	2.102088	7.48924223584781	0	0	
Ma	HonN	03m	2	MC	10	1999	N	N		3.278639	11.274758	3.43885313387659	0	0	
Ma	HonN	03m	2	MC	11	1999	N	N		6.756900	22.117292	3.27328982225577	1	0	
Ma	HonN	03m	2	MC	12	1999	N	N		2.808015	9.875313	3.51683057248626	0	0	
Ma	HonN	03m	2	MC	13	1999	N	N		1.688922	5.781753	3.42333926611176	0	0	
Ma	HonN	03m	2	MC	14	1999	N	N		8.186919	23.777818	2.90436707630795	0	0	
Ma	HonN	03m	2	MC	15	1999	N	N		1.854669	5.931071	3.19791348213617	0	0	
Ma	HonN	03m	2	MC	16	1999	N	N		2.808015	9.590361	3.41535248209144	0	0	
Ma	HonN	03m	2	MC	17	1999	N	N		4.297316	12.874758	2.9959998287303	0	0	
Ma	HonN	03m	2	MC	18	1999	N	N		2.532174	9.074589	3.58371462624606	0	0	
Ma	HonN	03m	2	MP	01	1999	N	N		2.841890	10.657710	3.75021904436836	0	0	
Ma	HonN	03m	2	PC	01	1999	N	N		7.093233	22.336175	3.14894139245109	0	0	
Ma	HonN	03m	2	PC	02	1999	N	N		2.645898	6.741683	2.54797539436516	0	0	
Ma	HonN	03m	2	PC	03	1999	N	N		2.936257	6.769049	2.30533260542248	0	0	
Ma	HonN	03m	2	PC	04	1999	N	N		3.624650	8.540191	2.35614224821707	0	0	
Ma	HonN	03m	2	PC	05	1999	N	N		9.902457	19.438607	1.96300847355358	0	0	
Ma	HonN	03m	2	PL	01	1999	N	N		3.619811	7.873653	2.17515582995908	2	0	
Ma	HonN	03m	2	PL	02	1999	N	N		1.252174	5.712188	4.56181648876274	0	0	
Ma	HonN	03m	2	PL	03	1999	N	N		31.866919	46.273499	1.45208575074358	0	0	
Ma	HonN	03m	2	PL	04	1999	N	N		3.496408	11.159498	3.19170359980872	0	0	
Ma	HonN	03m	2	PL	05	1999	N	N		16.300038	23.884638	1.46531179865961	0	0	
Ma	HonN	03m	2	PL	06	1999	N	N		11.351834	13.609412	1.19887341552035	0	0	
Ma	HonN	03m	2	PL	07	1999	N	N		35.907750	46.272899	1.28866049808189	0	0	
Ma	HonN	03m	2	PL	08	1999	N	N		3.346389	7.701912	2.30155908353751	0	0	
Ma	HonN	03m	2	PL	09	1999	N	N		4.810284	13.402164	2.78614817752964	0	0	
Ma	HonN	03m	2	PL	10	1999	N	N		1.338072	5.676681	4.24243314261116	0	0	
Ma	HonN	03m	2	PL	11	1999	N	N		59.970057	50.335348	0.839341339962375	0	0	
Ma	HonN	03m	2	PL	12	1999	N	N		59.705104	52.036025	0.871550696905243	0	0	
Ma	HonN	03m	2	PL	13	1999	N	N		21.002647	28.961999	1.3789689937654	0	0	
Ma	HonN	03m	2	PL	14	1999	N	N		4.362647	9.654682	2.21303305080608	0	0	
Ma	HonN	03m	2	PL	15	1999	N	N		20.621550	19.355658	0.938613149835973	0	0	
Ma	HonN	03m	2	PL	16	1999	N	N		5.565217	9.977489	1.79283018074587	0	0	
Ma	HonN	03m	2	PL	17	1999	N	N		13.132703	26.739408	2.03609325513567	0	0	
Ma	HonN	03m	2	PL	18	1999	N	N		5.237353	10.433283	1.992090852001	0	0	
Ma	HonN	03m	2	PL	20	1999	N	N		1.001739	4.097056	4.08994358810029	0	0	
Ma	HonN	03m	2	PL	21	1999	N	N		4.080756	13.975865	3.42482250837835	1	0	
Ma	HonN	03m	2	PL	22	1999	N	N		2.333762	6.787677	2.90847010106429	0	0	
Ma	HonN	03m	2	PV	01	1999	N	N		45.720681	31.382850	0.686403818000874	8	0	
Ma	HonN	03m	3	MC	01	1999	N	N		7.077140	20.108784	2.84137151448184	0	0	
Ma	HonN	03m	3	MC	02	1999	N	N		1.047537	4.323310	4.12711913755791	0	0	
Ma	HonN	03m	3	MC	03	1999	N	N		0.645313	4.621895	7.16225304619619	0	0	
Ma	HonN	03m	3	MC	04	1999	N	N		0.739290	4.162760	5.63075383137875	0	0	
Ma	HonN	03m	3	PL	01	1999	N	N		5.849166	11.343391	1.93931767366493	0	0	
Ma	HonN	03m	3	PL	02	1999	N	N		3.909468	8.724227	2.23156373194511	0	0	
Ma	HonN	03m	3	PL	03	1999	N	N		4.210197	8.753552	2.07913121405008	0	0	
Ma	HonN	03m	3	PL	04	1999	N	N		8.543191	12.230862	1.43165030490364	0	0	
Ma	HonN	03m	3	PL	05	1999	N	N		1.160310	5.493662	4.73465022278529	0	0	
Ma	HonN	03m	3	PL	06	1999	N	N		22.062182	28.363203	1.28560280211631	0	0	
Ma	HonN	03m	3	PL	07	1999	N	N		0.675386	3.477310	5.14862611898973	0	0	
Ma	HonN	03m	3	PL	08	1999	N	N		8.747435	13.318271	1.52253443437991	0	0	
Ma	HonN	03m	3	PL	09	1999	N	N		14.280836	24.108911	1.68820025662363	0	0	
Ma	HonN	03m	3	PL	10	1999	N	N		2.918318	7.382652	2.52976269207125	0	0	
Ma	HonN	03m	3	PL	11	1999	N	N		7.283891	15.130823	2.07729948182915	0	0	
Ma	HonN	03m	3	PL	12	1999	N	N		32.343332	34.685077	1.07240271348666	0	0	
Ma	HonN	03m	3	PL	13	1999	N	N		8.415381	17.559249	2.08656613408234	0	0	
Ma	HonN	03m	3	PL	14	1999	N	N		12.309813	16.198106	1.31586937998165	0	0	
Ma	HonN	03m	3	PL	15	1999	N	N		29.072911	29.588648	1.01773943448594	0	0	
Ma	HonN	03m	3	PL	16	1999	N	N		6.771399	12.372150	1.8271187386831	0	0	
Ma	HonN	03m	3	PL	17	1999	N	N		3.265408	13.085146	4.00720093783074	0	0	
Ma	HonN	03m	3	PL	18	1999	N	N		1.258047	6.091138	4.84174120680706	0	0	
Ma	HonN	03m	3	PL	19	1999	N	N		2.138930	9.445812	4.41613891057678	0	0	
Ma	HonN	03m	3	PL	20	1999	N	N		6.715013	17.217108	2.56397240035127	0	0	
Ma	HonN	03m	3	PL	21	1999	N	N		0.937270	3.991843	4.25901074396919	0	0	
Ma	HonN	03m	3	PL	22	1999	N	N		7.470593	13.100850	1.75365596814068	0	0	
Ma	HonN	03m	3	PL	23	1999	N	N		13.926228	24.060629	1.72772045668073	0	0	
Ma	HonN	03m	3	PL	24	1999	N	N		4.395646	15.778664	3.58961208432162	0	0	
Ma	HonN	03m	3	PL	25	1999	N	N		0.322030	2.185796	6.7875539546005	0	0	
Ma	HonN	03m	3	PL	26	1999	N	N		2.751664	6.937137	2.52106979631234	0	0	
Ma	HonN	03m	3	PL	27	1999	N	N		2.672723	6.528063	2.44247645565964	0	0	
Ma	HonN	03m	3	PL	28	1999	N	N		2.819328	8.337667	2.95732422761736	0	0	
Ma	HonN	03m	3	PL	29	1999	N	N		0.976114	3.884911	3.97997672403018	0	0	
Ma	HonN	03m	3	PL	30	1999	N	N		0.610228	3.116518	5.10713700452945	0	0	
Ma	HonN	03m	3	PL	31	1999	N	N		0.875871	3.907121	4.46084069457717	0	0	
Ma	HonN	03m	3	PL	32	1999	N	N		0.646566	3.449764	5.33551717844737	0	0	
Ma	HonN	03m	3	PL	33	1999	N	N		0.179184	1.633350	9.11549022234128	0	0	
Ma	HonN	03m	3	PL	34	1999	N	N		0.265643	2.066718	7.78005819840914	0	0	
Ma	HonN	03m	3	PL	35	1999	N	N		6.941812	11.248606	1.62041351739287	0	0	
Ma	HonN	03m	4	MC	01	1999	N	N		8.577925	13.353634	1.55674408437938	1	0	
Ma	HonN	03m	4	MC	02	1999	N	N		4.931855	11.643716	2.36092018114888	0	0	
Ma	HonN	03m	4	MC	03	1999	N	N		0.309583	2.413411	7.79568322550011	0	0	
Ma	HonN	03m	4	MC	04	1999	N	N		18.024716	42.354191	2.34978409645955	0	0	
Ma	HonN	03m	4	MC	05	1999	N	N		0.941176	4.885604	5.19095684547842	0	0	
Ma	HonN	03m	4	MC	06	1999	N	N		0.369465	2.857553	7.73429959536086	0	0	
Ma	HonN	03m	4	MC	07	1999	N	N		1.430407	6.935035	4.84829492584978	0	0	
Ma	HonN	03m	4	MC	11	1999	N	N		3.808771	11.725565	3.07856917625134	0	0	
Ma	HonN	03m	4	MC	12	1999	N	N		1.717393	6.795803	3.95704594114451	0	0	
Ma	HonN	03m	4	MF	01	1999	N	N		3.208813	11.946936	3.72316367454258	0	0	
Ma	HonN	03m	4	MF	02	1999	N	N		0.153661	1.683761	10.9576340125341	0	1	
Ma	HonN	03m	4	MF	03	1999	N	N		2.553492	12.492907	4.89247939684166	0	0	
Ma	HonN	03m	4	MF	04	1999	N	N		3.002048	9.228905	3.07420301074467	0	0	
Ma	HonN	03m	4	MF	05	1999	N	N		1.877833	6.667816	3.55080350595607	0	0	
Ma	HonN	03m	4	MF	06	1999	N	N		2.765906	8.056512	2.9127931317984	0	0	
Ma	HonN	03m	4	MP	01	1999	N	N		2.264247	12.863935	5.68133026123033	0	0	
Ma	HonN	03m	4	MP	02	1999	N	N		0.816891	4.307009	5.2724402643682	0	0	
Ma	HonN	03m	4	MP	03	1999	N	N		0.206765	1.752677	8.47666191086499	0	0	
Ma	HonN	03m	4	PL	01	1999	N	N		25.627569	27.514280	1.07362036563047	0	0	
Ma	HonN	03m	4	PL	02	1999	N	N		8.857002	14.944300	1.68728651071774	0	0	
Ma	HonN	03m	4	PL	03	1999	N	N		12.248852	17.004686	1.38826773317206	0	0	
Ma	HonN	03m	4	PL	04	1999	N	N		0.245180	2.046052	8.34510155803899	0	0	
Ma	HonN	03m	4	PL	05	1999	N	N		0.190947	1.770678	9.27313861961696	0	0	
Ma	HonN	03m	4	PL	06	1999	N	N		6.162277	13.171643	2.13746363560093	0	0	
Ma	HonN	03m	4	PL	07	1999	N	N		0.724243	3.433059	4.74020321908531	0	0	
Ma	HonN	03m	4	PM	01	1999	N	N		73.346233	52.768712	0.719446791493709	0	0	
Ma	HonN	03m	5	PL	01	1999	N	N		35.981550	38.460971	1.06890812096755	0	0	
Ma	HonN	03m	5	PL	02	1999	N	N		1.254594	5.291301	4.21754049517214	0	0	
Ma	HonN	03m	5	PL	03	1999	N	N		22.138677	27.846359	1.25781495434438	0	0	
Ma	HonN	03m	5	PL	04	1999	N	N		1.756673	6.168581	3.51151352585256	0	0	
Ma	HonN	03m	5	PL	05	1999	N	N		0.240756	2.268285	9.42150974430544	0	0	
Ma	HonN	03m	5	PL	06	1999	N	N		1.570359	4.923399	3.13520602613797	0	0	
Ma	HonN	03m	5	PL	07	1999	N	N		9.935123	16.779997	1.68895714728444	0	0	
Ma	HonN	03m	5	PL	08	1999	N	N		1.122722	4.633203	4.12675889490007	0	0	
Ma	HonN	03m	5	PL	09	1999	N	N		6.012854	10.852722	1.80492025916478	0	0	
Ma	HonN	03m	5	PL	10	1999	N	N		2.154707	6.709972	3.11409950401609	0	0	
Ma	HonN	03m	5	PL	11	1999	N	N		17.179584	28.132760	1.63756933811669	0	0	
Ma	HonN	03m	5	PL	12	1999	N	N		2.269641	6.219519	2.74030959081194	0	0	
Ma	HonN	03m	5	PL	13	1999	N	N		3.375425	8.948842	2.65117488908804	0	0	
Ma	HonN	03m	5	PL	14	1999	N	N		22.311682	28.132760	1.2608982146662	0	0	
Ma	HonN	03m	5	PL	15	1999	N	N		4.956673	10.039763	2.0255044058787	0	0	
Ma	HonN	03m	5	PL	16	1999	N	N		7.661853	16.964822	2.21419309402047	0	0	
Ma	HonN	03m	5	PL	17	1999	N	N		4.905860	9.712612	1.97979803744909	0	0	
Ma	HonN	03m	5	PL	18	1999	N	N		7.199698	12.490825	1.73490957537386	0	0	
Ma	HonN	03m	5	PL	19	1999	N	N		26.875161	27.188261	1.01165016276554	0	0	
Ma	HonN	03m	5	PL	20	1999	N	N		74.923554	59.496382	0.794094497973228	0	0	
Ma	HonN	03m	5	PL	21	1999	N	N		0.279471	2.286913	8.18300646578715	0	0	
Ma	HonN	03m	5	PL	22	1999	N	N		0.492401	2.919691	5.92949851848392	0	0	
Ma	HonN	03m	5	PL	23	1999	N	N		5.126049	20.068190	3.91494306823833	0	0	
Ma	HonN	03m	5	PL	24	1999	N	N		1.863138	5.245606	2.81546831206277	0	0	
Ma	HonN	03m	5	PL	25	1999	N	N		2.804386	10.219944	3.64427150898628	0	0	
Ma	HonN	03m	5	PL	26	1999	N	N		0.984802	4.039427	4.10176563410716	0	0	
Ma	HonN	03m	5	PL	27	1999	N	N		18.619282	26.277222	1.4112908328044	0	0	
Ma	HonN	03m	5	PL	28	1999	N	N		1.340491	5.369305	4.00547635157565	0	0	
Ma	HonN	03m	5	PL	29	1999	N	N		0.238336	1.871269	7.85139047395274	0	0	
Ma	HonN	03m	5	PL	30	1999	N	N		1.018677	4.731583	4.64483148240316	0	0	
Ma	HonN	03m	5	PL	31	1999	N	N		0.396824	2.624551	6.61389180089914	0	0	
Ma	HonN	03m	5	PL	32	1999	N	N		17.386465	29.030416	1.66971353866355	0	0	
Ma	HonN	03m	5	PL	33	1999	N	N		5.786616	15.705108	2.71404012293195	0	0	
Ma	HonN	03m	5	PL	34	1999	N	N		1.422760	5.170797	3.63434240490315	0	0	
Ma	HonN	03m	5	PL	35	1999	N	N		1.927259	7.710952	4.00099415802443	0	0	
Ma	HonN	03m	5	PL	36	1999	N	N		10.541248	20.008213	1.89808768373536	0	0	
Ma	HonN	03m	5	PL	37	1999	N	N		1.918790	5.803576	3.02460196269524	0	0	
Ma	HonN	03m	5	PL	38	1999	N	N		11.708733	17.601097	1.50324522730171	0	0	
Ma	HonN	03m	5	PL	39	1999	N	N		1.030775	5.418795	5.25701050180689	0	0	
Ma	HonN	03m	5	PL	40	1999	N	N		6.860945	11.347819	1.65397317716437	0	0	
Ma	HonN	03m	5	PL	41	1999	N	N		2.603554	8.137931	3.12570086888922	0	0	
Ma	HonN	03m	5	PL	42	1999	N	N		3.814594	11.753274	3.08113366717402	0	0	
Ma	HonN	03m	5	PL	43	1999	N	N		0.933989	4.007116	4.29032461838416	0	0	
Ma	HonN	03m	5	PL	44	1999	N	N		2.416030	13.590485	5.62513089655344	0	0	
Ma	HonN	03m	5	PL	45	1999	N	N		2.676144	9.188101	3.43333579956833	0	0	
Ma	HonN	03m	5	PL	46	1999	N	N		0.419811	3.067261	7.30629021154758	0	0	
Ma	HonN	03m	5	PL	47	1999	N	N		0.308507	2.188533	7.09394924588421	0	0	
Ma	HonN	03m	5	PL	48	1999	N	N		1.317505	5.851318	4.44121122879989	0	0	
Ma	HonN	03m	5	PL	49	1999	N	N		1.119093	5.781753	5.16646337703837	0	0	
Ma	HonN	03m	5	MC	01	1999	N	N		1.755463	9.827571	5.59827863076579	0	0	
Ma	HonN	03m	5	MC	02	1999	N	N		0.284310	2.268285	7.97821040413633	0	0	
