Transect,Site,Transectnum,Date,Condition,transect area,spp,max diameter,,
G1,Kahekili,1,5/31/2011,good,10,pl,18,,
G1,Kahekili,1,5/31/2011,good,10,pl,20,,
G1,Kahekili,1,5/31/2011,good,10,pl,16,,
G1,Kahekili,1,5/31/2011,good,10,pl,13,,
G1,Kahekili,1,5/31/2011,good,10,pl,20,,
G1,Kahekili,1,5/31/2011,good,10,pl,6,,
G1,Kahekili,1,5/31/2011,good,10,pl,29,,
G1,Kahekili,1,5/31/2011,good,10,pl,23,,
G1,Kahekili,1,5/31/2011,good,10,pl,31,,
G1,Kahekili,1,5/31/2011,good,10,pl,12,,
G1,Kahekili,1,5/31/2011,good,10,pl,24,,
G1,Kahekili,1,5/31/2011,good,10,pl,20,,
G1,Kahekili,1,5/31/2011,good,10,pl,20,,
G1,Kahekili,1,5/31/2011,good,10,pl,20,,
G1,Kahekili,1,5/31/2011,good,10,pl,10,,
G1,Kahekili,1,5/31/2011,good,10,pl,5,,
G1,Kahekili,1,5/31/2011,good,10,pl,7,,
G1,Kahekili,1,5/31/2011,good,10,mp,9,,
G1,Kahekili,1,5/31/2011,good,10,mp,3,,
G1,Kahekili,1,5/31/2011,good,10,mp,5,,
G1,Kahekili,1,5/31/2011,good,10,mp,21,,
G1,Kahekili,1,5/31/2011,good,10,mp,7,,
G1,Kahekili,1,5/31/2011,good,10,mp,9,,
G1,Kahekili,1,5/31/2011,good,10,mp,9,,
G1,Kahekili,1,5/31/2011,good,10,mp,21,,
G1,Kahekili,1,5/31/2011,good,10,mp,13,,
G1,Kahekili,1,5/31/2011,good,10,mp,3,,
G1,Kahekili,1,5/31/2011,good,10,mp,16,,
G1,Kahekili,1,5/31/2011,good,10,mp,10,,
G1,Kahekili,1,5/31/2011,good,10,mp,20,,
G1,Kahekili,1,5/31/2011,good,10,mp,15,,
G1,Kahekili,1,5/31/2011,good,10,mp,10,,
G1,Kahekili,1,5/31/2011,good,10,mp,6,,
G1,Kahekili,1,5/31/2011,good,10,mp,5,,
G1,Kahekili,1,5/31/2011,good,10,mp,19,,
G1,Kahekili,1,5/31/2011,good,10,mp,4,,
G1,Kahekili,1,5/31/2011,good,10,mp,12,,
G1,Kahekili,1,5/31/2011,good,10,mp,5,,
G1,Kahekili,1,5/31/2011,good,10,mp,5,,
G1,Kahekili,1,5/31/2011,good,10,mp,17,,
G1,Kahekili,1,5/31/2011,good,10,mp,12,,
G1,Kahekili,1,5/31/2011,good,10,mp,3,,
G1,Kahekili,1,5/31/2011,good,10,mp,5,,
G1,Kahekili,1,5/31/2011,good,10,mp,35,,
G1,Kahekili,1,5/31/2011,good,10,pm,6,,
G1,Kahekili,1,5/31/2011,good,10,pm,4,,
G1,Kahekili,1,5/31/2011,good,10,pm,22,,
G1,Kahekili,1,5/31/2011,good,10,pm,10,,
G1,Kahekili,1,5/31/2011,good,10,pm,8,,
G1,Kahekili,1,5/31/2011,good,10,pm,3,,
G1,Kahekili,1,5/31/2011,good,10,pm,3,,
G1,Kahekili,1,5/31/2011,good,10,pm,7,,
G1,Kahekili,1,5/31/2011,good,10,pm,22,,
G1,Kahekili,1,5/31/2011,good,10,mc,15,,
G1,Kahekili,1,5/31/2011,good,10,mc,8,,
G1,Kahekili,1,5/31/2011,good,10,mc,20,,
G1,Kahekili,1,5/31/2011,good,10,mc,9,,
G1,Kahekili,1,5/31/2011,good,10,mc,11,,
G1,Kahekili,1,5/31/2011,good,10,mc,9,,
G1,Kahekili,1,5/31/2011,good,10,mc,10,,
G1,Kahekili,1,5/31/2011,good,10,mc,2,,
G1,Kahekili,1,5/31/2011,good,10,mc,2,,
G1,Kahekili,1,5/31/2011,good,10,mc,5,,
G1,Kahekili,1,5/31/2011,good,10,mc,19,,
G1,Kahekili,1,5/31/2011,good,10,mc,5,,
G1,Kahekili,1,5/31/2011,good,10,mc,6,,
G1,Kahekili,1,5/31/2011,good,10,mc,17,,
G1,Kahekili,1,5/31/2011,good,10,mc,21,,
G1,Kahekili,1,5/31/2011,good,10,mc,21,,
G1,Kahekili,1,5/31/2011,good,10,mc,6,,
G1,Kahekili,1,5/31/2011,good,10,mc,26,,
G1,Kahekili,1,5/31/2011,good,10,mc,13,,
G1,Kahekili,1,5/31/2011,good,10,mc,6,,
G1,Kahekili,1,5/31/2011,good,10,mc,13,,
G1,Kahekili,1,5/31/2011,good,10,mc,22,,
G1,Kahekili,1,5/31/2011,good,10,mc,16,,
G1,Kahekili,1,5/31/2011,good,10,mc,7,,
G1,Kahekili,1,5/31/2011,good,10,mc,18,,
G1,Kahekili,1,5/31/2011,good,10,mc,25,,
G1,Kahekili,1,5/31/2011,good,10,pl,26,,
G1,Kahekili,1,5/31/2011,good,10,pl,14,,
G1,Kahekili,1,5/31/2011,good,10,pl,20,,
G1,Kahekili,1,5/31/2011,good,10,pl,29,,
G1,Kahekili,1,5/31/2011,good,10,pl,15,,
G1,Kahekili,1,5/31/2011,good,10,pl,6,,
G1,Kahekili,1,5/31/2011,good,10,pl,6,,
G1,Kahekili,1,5/31/2011,good,10,pl,5,,
G1,Kahekili,1,5/31/2011,good,10,pl,8,,
G1,Kahekili,1,5/31/2011,good,10,pl,16,,
G1,Kahekili,1,5/31/2011,good,10,pl,24,,
G1,Kahekili,1,5/31/2011,good,10,pl,26,,
G1,Kahekili,1,5/31/2011,good,10,pl,23,,
G1,Kahekili,1,5/31/2011,good,10,pl,20,,
G1,Kahekili,1,5/31/2011,good,10,pl,16,,
G1,Kahekili,1,5/31/2011,good,10,pl,7,,
G1,Kahekili,1,5/31/2011,good,10,pl,7,,
G1,Kahekili,1,5/31/2011,good,10,pl,26,,
G1,Kahekili,1,5/31/2011,good,10,pl,23,,
G1,Kahekili,1,5/31/2011,good,10,pl,5,,
G1,Kahekili,1,5/31/2011,good,10,pl,9,,
G1,Kahekili,1,5/31/2011,good,10,pl,7,,
G1,Kahekili,1,5/31/2011,good,10,pl,5,,
G1,Kahekili,1,5/31/2011,good,10,pc,9,,
G1,Kahekili,1,5/31/2011,good,10,pc,8,,
G1,Kahekili,1,5/31/2011,good,10,pc,20,,
G1,Kahekili,1,5/31/2011,good,10,pc,6,,
G1,Kahekili,1,5/31/2011,good,10,pc,9,,
G1,Kahekili,1,5/31/2011,good,10,pc,11,,
G1,Kahekili,1,5/31/2011,good,10,pc,22,,
G1,Kahekili,1,5/31/2011,good,10,pc,18,,
G1,Kahekili,1,5/31/2011,good,10,pc,6,,
G1,Kahekili,1,5/31/2011,good,10,pc,6,,
G1,Kahekili,1,5/31/2011,good,10,pc,16,,
G1,Kahekili,1,5/31/2011,good,10,pc,4,,
G1,Kahekili,1,5/31/2011,good,10,pc,19,,
G1,Kahekili,1,5/31/2011,good,10,pc,21,,
G1,Kahekili,1,5/31/2011,good,10,pc,19,,
G1,Kahekili,1,5/31/2011,good,10,pc,29,,
G1,Kahekili,1,5/31/2011,good,10,pc,21,,
G1,Kahekili,1,5/31/2011,good,10,pc,20,,
G1,Kahekili,1,5/31/2011,good,10,pc,10,,
G1,Kahekili,1,5/31/2011,good,10,pc,7,,
G1,Kahekili,1,5/31/2011,good,10,pc,20,,
G1,Kahekili,1,5/31/2011,good,10,pc,12,,
G1,Kahekili,1,5/31/2011,good,10,pc,10,,
G1,Kahekili,1,5/31/2011,good,10,pc,4,,
G1,Kahekili,1,5/31/2011,good,10,pc,22,,
G1,Kahekili,1,5/31/2011,good,10,pc,20,,
G1,Kahekili,1,5/31/2011,good,10,mc,30,,
G1,Kahekili,1,5/31/2011,good,10,mc,25,,
G1,Kahekili,1,5/31/2011,good,10,mc,20,,
G1,Kahekili,1,5/31/2011,good,10,mc,6,,
G1,Kahekili,1,5/31/2011,good,10,mc,4,,
G1,Kahekili,1,5/31/2011,good,10,mc,3,,
G1,Kahekili,1,5/31/2011,good,10,mc,3,,
G1,Kahekili,1,5/31/2011,good,10,mc,19,,
G1,Kahekili,1,5/31/2011,good,10,mc,27,,
G1,Kahekili,1,5/31/2011,good,10,mc,5,,
G1,Kahekili,1,5/31/2011,good,10,mc,10,,
G1,Kahekili,1,5/31/2011,good,10,mc,4,,
G1,Kahekili,1,5/31/2011,good,10,mc,12,,
G1,Kahekili,1,5/31/2011,good,10,mc,13,,
G1,Kahekili,1,5/31/2011,good,10,mc,12,,
G1,Kahekili,1,5/31/2011,good,10,mc,8,,
G1,Kahekili,1,5/31/2011,good,10,mc,1,,
G1,Kahekili,1,5/31/2011,good,10,mc,1,,
G1,Kahekili,1,5/31/2011,good,10,mc,1,,
G1,Kahekili,1,5/31/2011,good,10,mc,3,,
G1,Kahekili,1,5/31/2011,good,10,mc,10,,
G1,Kahekili,1,5/31/2011,good,10,mc,10,,
G1,Kahekili,1,5/31/2011,good,10,mc,13,,
G1,Kahekili,1,5/31/2011,good,10,mc,20,,
G1,Kahekili,1,5/31/2011,good,10,mc,3,,
G1,Kahekili,1,5/31/2011,good,10,mc,1,,
G1,Kahekili,1,5/31/2011,good,10,mc,3,,
G1,Kahekili,1,5/31/2011,good,10,mc,7,,
G1,Kahekili,1,5/31/2011,good,10,ple,15,,
G1,Kahekili,1,5/31/2011,good,10,pl,21,,
G1,Kahekili,1,5/31/2011,good,10,pl,23,,
G1,Kahekili,1,5/31/2011,good,10,pl,20,,
G1,Kahekili,1,5/31/2011,good,10,pl,8,,
G1,Kahekili,1,5/31/2011,good,10,pl,14,,
G1,Kahekili,1,5/31/2011,good,10,pl,10,,
G1,Kahekili,1,5/31/2011,good,10,pl,10,,
G1,Kahekili,1,5/31/2011,good,10,pl,14,,
G1,Kahekili,1,5/31/2011,good,10,pl,5,,
G1,Kahekili,1,5/31/2011,good,10,pl,16,,
G1,Kahekili,1,5/31/2011,good,10,pl,2,,
G1,Kahekili,1,5/31/2011,good,10,pl,2,,
G1,Kahekili,1,5/31/2011,good,10,pl,4,,
G1,Kahekili,1,5/31/2011,good,10,pl,5,,
G1,Kahekili,1,5/31/2011,good,10,pl,37,,
G1,Kahekili,1,5/31/2011,good,10,pl,20,,
G1,Kahekili,1,5/31/2011,good,10,pl,19,,
G1,Kahekili,1,5/31/2011,good,10,pl,5,,
G1,Kahekili,1,5/31/2011,good,10,pl,4,,
G1,Kahekili,1,5/31/2011,good,10,pl,2,,
G1,Kahekili,1,5/31/2011,good,10,pl,19,,
G1,Kahekili,1,5/31/2011,good,10,pl,20,,
G1,Kahekili,1,5/31/2011,good,10,pl,7,,
G1,Kahekili,1,5/31/2011,good,10,pl,5,,
G1,Kahekili,1,5/31/2011,good,10,pl,2,,
G1,Kahekili,1,5/31/2011,good,10,pl,17,,
G1,Kahekili,1,5/31/2011,good,10,pl,7,,
G1,Kahekili,1,5/31/2011,good,10,pl,7,,
G1,Kahekili,1,5/31/2011,good,10,pl,10,,
G1,Kahekili,1,5/31/2011,good,10,pl,27,,
G1,Kahekili,1,5/31/2011,good,10,pl,9,,
G1,Kahekili,1,5/31/2011,good,10,pl,2,,
G1,Kahekili,1,5/31/2011,good,10,pl,10,,
G1,Kahekili,1,5/31/2011,good,10,pl,22,,
G1,Kahekili,1,5/31/2011,good,10,pl,7,,
G1,Kahekili,1,5/31/2011,good,10,pl,19,,
G1,Kahekili,1,5/31/2011,good,10,pl,19,,
G1,Kahekili,1,5/31/2011,good,10,pl,20,,
G1,Kahekili,1,5/31/2011,good,10,pl,20,,
G1,Kahekili,1,5/31/2011,good,10,pl,18,,
G1,Kahekili,1,5/31/2011,good,10,pl,33,,
G1,Kahekili,1,5/31/2011,good,10,pl,7,,
G1,Kahekili,1,5/31/2011,good,10,pl,25,,
G1,Kahekili,1,5/31/2011,good,10,pl,28,,
G1,Kahekili,1,5/31/2011,good,10,pl,34,,
G1,Kahekili,1,5/31/2011,good,10,pl,12,,
G1,Kahekili,1,5/31/2011,good,10,pl,16,,
G1,Kahekili,1,5/31/2011,good,10,pl,9,,
G1,Kahekili,1,5/31/2011,good,10,mc,9,,
G1,Kahekili,1,5/31/2011,good,10,mc,3,,
G1,Kahekili,1,5/31/2011,good,10,mc,9,,
G1,Kahekili,1,5/31/2011,good,10,mc,4,,
G1,Kahekili,1,5/31/2011,good,10,mc,12,,
G1,Kahekili,1,5/31/2011,good,10,mc,3,,
G1,Kahekili,1,5/31/2011,good,10,mc,25,,
G1,Kahekili,1,5/31/2011,good,10,mc,9,,
G1,Kahekili,1,5/31/2011,good,10,mc,21,,
G1,Kahekili,1,5/31/2011,good,10,mc,19,,
G1,Kahekili,1,5/31/2011,good,10,mc,3,,
G1,Kahekili,1,5/31/2011,good,10,mc,2,,
G1,Kahekili,1,5/31/2011,good,10,mc,3,,
G1,Kahekili,1,5/31/2011,good,10,mc,7,,
G1,Kahekili,1,5/31/2011,good,10,mc,10,,
G1,Kahekili,1,5/31/2011,good,10,mc,4,,
G1,Kahekili,1,5/31/2011,good,10,mc,12,,
G1,Kahekili,1,5/31/2011,good,10,mc,23,,
G1,Kahekili,1,5/31/2011,good,10,pc,19,,
G1,Kahekili,1,5/31/2011,good,10,pc,9,,
G1,Kahekili,1,5/31/2011,good,10,pc,7,,
G1,Kahekili,1,5/31/2011,good,10,pc,15,,
G1,Kahekili,1,5/31/2011,good,10,pc,17,,
G1,Kahekili,1,5/31/2011,good,10,pc,16,,
G1,Kahekili,1,5/31/2011,good,10,pc,6,,
G1,Kahekili,1,5/31/2011,good,10,pc,5,,
G1,Kahekili,1,5/31/2011,good,10,pc,12,,
G1,Kahekili,1,5/31/2011,good,10,pc,3,,
G1,Kahekili,1,5/31/2011,good,10,pc,6,,
G2,Kahekili,2,5/31/2011,good,10,pc,11,,
G2,Kahekili,2,5/31/2011,good,10,pc,6,,
G2,Kahekili,2,5/31/2011,good,10,pc,3,,
G2,Kahekili,2,5/31/2011,good,10,pc,24,,
G2,Kahekili,2,5/31/2011,good,10,pc,10,,
G2,Kahekili,2,5/31/2011,good,10,pc,9,,
G2,Kahekili,2,5/31/2011,good,10,pc,5,,
G2,Kahekili,2,5/31/2011,good,10,pc,4,,
G2,Kahekili,2,5/31/2011,good,10,pc,1,,
G2,Kahekili,2,5/31/2011,good,10,pc,3,,
G2,Kahekili,2,5/31/2011,good,10,pc,17,,
G2,Kahekili,2,5/31/2011,good,10,pc,5,,
G2,Kahekili,2,5/31/2011,good,10,pc,20,,
G2,Kahekili,2,5/31/2011,good,10,pc,27,,
G2,Kahekili,2,5/31/2011,good,10,pc,5,,
G2,Kahekili,2,5/31/2011,good,10,pc,13,,
G2,Kahekili,2,5/31/2011,good,10,pc,14,,
G2,Kahekili,2,5/31/2011,good,10,pc,13,,
G2,Kahekili,2,5/31/2011,good,10,pc,15,,
G2,Kahekili,2,5/31/2011,good,10,pc,11,,
G2,Kahekili,2,5/31/2011,good,10,pc,10,,
G2,Kahekili,2,5/31/2011,good,10,pc,27,,
G2,Kahekili,2,5/31/2011,good,10,pc,8,,
G2,Kahekili,2,5/31/2011,good,10,pc,27,,
G2,Kahekili,2,5/31/2011,good,10,pc,6,,
G2,Kahekili,2,5/31/2011,good,10,pc,17,,
G2,Kahekili,2,5/31/2011,good,10,pc,25,,
G2,Kahekili,2,5/31/2011,good,10,pc,20,,
G2,Kahekili,2,5/31/2011,good,10,mp,5,,
G2,Kahekili,2,5/31/2011,good,10,mp,19,,
G2,Kahekili,2,5/31/2011,good,10,mp,15,,
G2,Kahekili,2,5/31/2011,good,10,mp,10,,
G2,Kahekili,2,5/31/2011,good,10,mp,3,,
G2,Kahekili,2,5/31/2011,good,10,mp,6,,
G2,Kahekili,2,5/31/2011,good,10,mp,5,,
G2,Kahekili,2,5/31/2011,good,10,mp,11,,
G2,Kahekili,2,5/31/2011,good,10,mp,18,,
G2,Kahekili,2,5/31/2011,good,10,mp,5,,
G2,Kahekili,2,5/31/2011,good,10,mp,4,,
G2,Kahekili,2,5/31/2011,good,10,mp,18,,
G2,Kahekili,2,5/31/2011,good,10,mp,13,,
G2,Kahekili,2,5/31/2011,good,10,mp,6,,
G2,Kahekili,2,5/31/2011,good,10,mp,12,,
G2,Kahekili,2,5/31/2011,good,10,mp,4,,
G2,Kahekili,2,5/31/2011,good,10,mp,6,,
G2,Kahekili,2,5/31/2011,good,10,mp,13,,
G2,Kahekili,2,5/31/2011,good,10,mp,16,,
G2,Kahekili,2,5/31/2011,good,10,mp,18,,
G2,Kahekili,2,5/31/2011,good,10,mp,8,,
G2,Kahekili,2,5/31/2011,good,10,mp,11,,
G2,Kahekili,2,5/31/2011,good,10,mp,4,,
G2,Kahekili,2,5/31/2011,good,10,mp,6,,
G2,Kahekili,2,5/31/2011,good,10,mp,6,,
G2,Kahekili,2,5/31/2011,good,10,mp,9,,
G2,Kahekili,2,5/31/2011,good,10,mp,10,,
G2,Kahekili,2,5/31/2011,good,10,mp,8,,
G2,Kahekili,2,5/31/2011,good,10,mp,17,,
G2,Kahekili,2,5/31/2011,good,10,mp,12,,
G2,Kahekili,2,5/31/2011,good,10,pm,8,,
G2,Kahekili,2,5/31/2011,good,10,pm,7,,
G2,Kahekili,2,5/31/2011,good,10,pm,20,,
G2,Kahekili,2,5/31/2011,good,10,pm,11,,
G2,Kahekili,2,5/31/2011,good,10,pm,19,,
G2,Kahekili,2,5/31/2011,good,10,pm,8,,
G2,Kahekili,2,5/31/2011,good,10,pm,9,,
G2,Kahekili,2,5/31/2011,good,10,pm,17,,
G2,Kahekili,2,5/31/2011,good,10,pm,18,,
G2,Kahekili,2,5/31/2011,good,10,pm,20,,
G2,Kahekili,2,5/31/2011,good,10,pm,9,,
G2,Kahekili,2,5/31/2011,good,10,pm,5,,
G2,Kahekili,2,5/31/2011,good,10,pm,7,,
G2,Kahekili,2,5/31/2011,good,10,pm,15,,
G2,Kahekili,2,5/31/2011,good,10,mc,15,,
G2,Kahekili,2,5/31/2011,good,10,mc,12,,
G2,Kahekili,2,5/31/2011,good,10,mc,4,,
G2,Kahekili,2,5/31/2011,good,10,mc,8,,
G2,Kahekili,2,5/31/2011,good,10,mc,13,,
G2,Kahekili,2,5/31/2011,good,10,mc,17,,
G2,Kahekili,2,5/31/2011,good,10,mc,38,,
G2,Kahekili,2,5/31/2011,good,10,mc,26,,
G2,Kahekili,2,5/31/2011,good,10,mc,10,,
G2,Kahekili,2,5/31/2011,good,10,mc,20,,
G2,Kahekili,2,5/31/2011,good,10,mc,20,,
G2,Kahekili,2,5/31/2011,good,10,mc,9,,
G2,Kahekili,2,5/31/2011,good,10,mc,6,,
G2,Kahekili,2,5/31/2011,good,10,mc,15,,
G2,Kahekili,2,5/31/2011,good,10,mc,7,,
G2,Kahekili,2,5/31/2011,good,10,mc,3,,
G2,Kahekili,2,5/31/2011,good,10,mc,10,,
G2,Kahekili,2,5/31/2011,good,10,mc,7,,
G2,Kahekili,2,5/31/2011,good,10,mc,11,,
G2,Kahekili,2,5/31/2011,good,10,mc,25,,
G2,Kahekili,2,5/31/2011,good,10,mc,11,,
G2,Kahekili,2,5/31/2011,good,10,mc,7,,
G2,Kahekili,2,5/31/2011,good,10,mc,24,,
G2,Kahekili,2,5/31/2011,good,10,mc,15,,
G2,Kahekili,2,5/31/2011,good,10,mc,12,,
G2,Kahekili,2,5/31/2011,good,10,mc,10,,
G2,Kahekili,2,5/31/2011,good,10,pl,19,,
G2,Kahekili,2,5/31/2011,good,10,pl,13,,
G2,Kahekili,2,5/31/2011,good,10,pl,5,,
G2,Kahekili,2,5/31/2011,good,10,pl,3,,
G2,Kahekili,2,5/31/2011,good,10,pl,60,,
G2,Kahekili,2,5/31/2011,good,10,pl,13,,
G2,Kahekili,2,5/31/2011,good,10,pl,9,,
G2,Kahekili,2,5/31/2011,good,10,pl,4,,
G2,Kahekili,2,5/31/2011,good,10,pl,2,,
G2,Kahekili,2,5/31/2011,good,10,pl,9,,
G2,Kahekili,2,5/31/2011,good,10,pl,8,,
G2,Kahekili,2,5/31/2011,good,10,pl,23,,
G2,Kahekili,2,5/31/2011,good,10,pl,15,,
G2,Kahekili,2,5/31/2011,good,10,pl,8,,
G2,Kahekili,2,5/31/2011,good,10,pl,13,,
G2,Kahekili,2,5/31/2011,good,10,pl,6,,
G2,Kahekili,2,5/31/2011,good,10,pl,19,,
G2,Kahekili,2,5/31/2011,good,10,pl,21,,
G2,Kahekili,2,5/31/2011,good,10,pl,23,,
G2,Kahekili,2,5/31/2011,good,10,pl,14,,
G2,Kahekili,2,5/31/2011,good,10,pl,5,,
G2,Kahekili,2,5/31/2011,good,10,pl,9,,
G2,Kahekili,2,5/31/2011,good,10,pl,9,,
G2,Kahekili,2,5/31/2011,good,10,pl,7,,
G2,Kahekili,2,5/31/2011,good,10,pl,10,,
G2,Kahekili,2,5/31/2011,good,10,pl,12,,
G2,Kahekili,2,5/31/2011,good,10,pl,7,,
G2,Kahekili,2,5/31/2011,good,10,pl,9,,
G2,Kahekili,2,5/31/2011,good,10,pl,8,,
G2,Kahekili,2,5/31/2011,good,10,pl,14,,
G2,Kahekili,2,5/31/2011,good,10,pl,3,,
G2,Kahekili,2,5/31/2011,good,10,pl,3,,
G2,Kahekili,2,5/31/2011,good,10,pl,3,,
G2,Kahekili,2,5/31/2011,good,10,pl,6,,
G2,Kahekili,2,5/31/2011,good,10,pl,6,,
G2,Kahekili,2,5/31/2011,good,10,pl,7,,
G2,Kahekili,2,5/31/2011,good,10,pl,18,,
G2,Kahekili,2,5/31/2011,good,10,pl,15,,
G2,Kahekili,2,5/31/2011,good,10,pl,8,,
G2,Kahekili,2,5/31/2011,good,10,pl,7,,
G2,Kahekili,2,5/31/2011,good,10,pl,10,,
G2,Kahekili,2,5/31/2011,good,10,pl,23,,
G2,Kahekili,2,5/31/2011,good,10,pl,23,,
G2,Kahekili,2,5/31/2011,good,10,pl,6,,
G2,Kahekili,2,5/31/2011,good,10,pl,18,,
G2,Kahekili,2,5/31/2011,good,10,pl,38,,
G2,Kahekili,2,5/31/2011,good,10,pl,22,,
G2,Kahekili,2,5/31/2011,good,10,pl,24,,
G2,Kahekili,2,5/31/2011,good,10,pl,30,,
G2,Kahekili,2,5/31/2011,good,10,pl,30,,
G2,Kahekili,2,5/31/2011,good,10,pl,5,,
G2,Kahekili,2,5/31/2011,good,10,pl,20,,
G2,Kahekili,2,5/31/2011,good,10,pl,20,,
G2,Kahekili,2,5/31/2011,good,10,pl,35,,
G2,Kahekili,2,5/31/2011,good,10,mc,30,,
G2,Kahekili,2,5/31/2011,good,10,mc,5,,
G2,Kahekili,2,5/31/2011,good,10,mc,3,,
G2,Kahekili,2,5/31/2011,good,10,mc,5,,
G2,Kahekili,2,5/31/2011,good,10,mc,18,,
G2,Kahekili,2,5/31/2011,good,10,mc,13,,
G2,Kahekili,2,5/31/2011,good,10,mc,11,,
G2,Kahekili,2,5/31/2011,good,10,mc,33,,
G2,Kahekili,2,5/31/2011,good,10,mc,12,,
G2,Kahekili,2,5/31/2011,good,10,mc,20,,
G2,Kahekili,2,5/31/2011,good,10,mc,6,,
G2,Kahekili,2,5/31/2011,good,10,mc,3,,
G2,Kahekili,2,5/31/2011,good,10,mc,20,,
G2,Kahekili,2,5/31/2011,good,10,mc,20,,
G2,Kahekili,2,5/31/2011,good,10,mc,15,,
G2,Kahekili,2,5/31/2011,good,10,mc,9,,
G2,Kahekili,2,5/31/2011,good,10,mc,7,,
G2,Kahekili,2,5/31/2011,good,10,mc,3,,
G2,Kahekili,2,5/31/2011,good,10,mc,3,,
G2,Kahekili,2,5/31/2011,good,10,mc,2,,
G2,Kahekili,2,5/31/2011,good,10,mc,6,,
G2,Kahekili,2,5/31/2011,good,10,mc,23,,
G2,Kahekili,2,5/31/2011,good,10,mc,5,,
G2,Kahekili,2,5/31/2011,good,10,mc,8,,
G2,Kahekili,2,5/31/2011,good,10,mc,7,,
G2,Kahekili,2,5/31/2011,good,10,mc,6,,
G2,Kahekili,2,5/31/2011,good,10,mc,7,,
G2,Kahekili,2,5/31/2011,good,10,mc,5,,
G2,Kahekili,2,5/31/2011,good,10,pl,40,,
G2,Kahekili,2,5/31/2011,good,10,pl,30,,
G2,Kahekili,2,5/31/2011,good,10,pl,6,,
G2,Kahekili,2,5/31/2011,good,10,pl,14,,
G2,Kahekili,2,5/31/2011,good,10,pl,8,,
G2,Kahekili,2,5/31/2011,good,10,pl,3,,
G2,Kahekili,2,5/31/2011,good,10,pl,10,,
G2,Kahekili,2,5/31/2011,good,10,pl,26,,
G2,Kahekili,2,5/31/2011,good,10,pl,22,,
G2,Kahekili,2,5/31/2011,good,10,pl,18,,
G2,Kahekili,2,5/31/2011,good,10,pl,19,,
G2,Kahekili,2,5/31/2011,good,10,pl,10,,
G2,Kahekili,2,5/31/2011,good,10,pl,7,,
G2,Kahekili,2,5/31/2011,good,10,pl,7,,
G2,Kahekili,2,5/31/2011,good,10,pl,34,,
G2,Kahekili,2,5/31/2011,good,10,pl,20,,
G2,Kahekili,2,5/31/2011,good,10,pl,20,,
G2,Kahekili,2,5/31/2011,good,10,pl,13,,
G2,Kahekili,2,5/31/2011,good,10,pl,10,,
G2,Kahekili,2,5/31/2011,good,10,pl,6,,
G2,Kahekili,2,5/31/2011,good,10,pl,8,,
